149,0.009982982827002693,100.0
73,0.019973028024947968,100.0
48,0.029524586535116866,100.0
35,0.03926753597938272,100.0
27,0.04933697205571834,100.0
22,0.0587389950517946,100.0
18,0.06956763887825926,100.0
16,0.07684208499468995,100.0
14,0.08568002270317607,100.0
12,0.09711009592104783,100.0
11,0.10417394154846434,100.0
10,0.11220234028783445,100.0
9,0.12178425358302408,100.0
8,0.133215033831638,100.0
7,0.14735537026680498,100.0
7,0.14708311663727863,100.0
6,0.16359308317541554,100.0
6,0.16393009528703556,100.0
5,0.1845147782511643,95.83333333333334
5,0.18453689267302012,95.83333333333334
5,0.18440867601727245,95.83333333333334
4,0.21067727803979747,95.83333333333334
4,0.2107170086476068,95.83333333333334
4,0.21082573631151716,95.83333333333334
3,0.24487571035835534,95.83333333333334
3,0.24452282667568295,95.83333333333334
3,0.2446140424629454,95.83333333333334
3,0.24448826698575202,95.83333333333334
2,0.28868380479615074,95.83333333333334
2,0.2888549312344066,95.83333333333334
2,0.2892912908739562,95.83333333333334
2,0.2883493759394069,95.83333333333334
2,0.28873751843588685,95.83333333333334
2,0.28928933881821534,95.83333333333334
1,0.3487322692251549,95.83333333333334
1,0.3486740122014417,95.83333333333334
1,0.34897224194308374,95.83333333333334
1,0.35033881180281345,95.83333333333334
1,0.34917855340465354,95.83333333333334
1,0.3493376241150451,95.83333333333334
1,0.34949011570151056,95.83333333333334
1,0.3493825468724051,95.83333333333334
0,0.4292653157381117,75.0
0,0.4296424964957487,75.0
0,0.43007587896808075,79.16666666666666
0,0.42967405823787974,75.0
0,0.4294638432501999,75.0
0,0.4301122323575584,79.16666666666666
0,0.4308239684047286,79.16666666666666
0,0.4293952628703017,75.0
0,0.4298511845550741,75.0
