6,20,20,0.15371046111055084,100.0
6,20,20,0.16174852790846475,100.0
6,20,20,0.15285126419903677,100.0
6,20,20,0.15482592287340513,100.0
6,20,20,0.15559892253973345,100.0
6,20,20,0.16213619998260662,100.0
6,20,20,0.15316830937123802,100.0
6,20,20,0.16138424791733258,100.0
6,20,20,0.16490071320447508,95.83333333333334
6,20,20,0.16372004760366948,100.0
6,20,20,0.15167787778137307,100.0
6,20,20,0.1537886896415749,100.0
6,20,20,0.15471094140112013,100.0
6,20,20,0.15526130435356952,100.0
6,20,20,0.15302337658658588,100.0
6,20,20,0.15286884019536137,100.0
6,20,20,0.15306586669818034,100.0
6,20,20,0.15423200071359178,100.0
6,20,20,0.15380108003827778,100.0
6,20,20,0.15748889453446474,100.0
5,20,20,0.17913341979156777,100.0
6,20,20,0.15871135938738867,100.0
6,20,20,0.15271831125642582,100.0
6,20,20,0.16242562286090023,100.0
6,20,20,0.1604304026091148,100.0
6,20,20,0.15355945987585723,100.0
6,20,20,0.1533097444191034,100.0
6,20,20,0.15582938848204553,100.0
6,20,20,0.16256114521763204,100.0
6,20,20,0.15469951897439202,100.0
6,20,20,0.15883548636454328,100.0
6,20,20,0.15526956940121206,100.0
6,20,20,0.15299090026110612,100.0
6,20,20,0.15713561135495346,100.0
6,20,20,0.15347055521683378,100.0
6,20,20,0.15576485942350032,100.0
6,20,20,0.15580541482617308,100.0
6,20,20,0.1533970866342296,100.0
6,20,20,0.15463119117064744,100.0
6,20,20,0.1556278358941506,100.0
6,20,20,0.15377199833617944,100.0
6,20,20,0.1543850458617992,100.0
6,20,20,0.15761670100803282,100.0
6,20,20,0.1551175990846643,100.0
6,20,20,0.15571230818194093,100.0
6,20,20,0.1533591926663424,100.0
6,20,20,0.1587960984814476,100.0
6,20,20,0.1566286290090934,100.0
6,20,20,0.15547624672070906,100.0
6,20,20,0.15157083211190817,100.0
6,20,20,0.15363912879523886,100.0
6,20,20,0.155075900052837,100.0
6,20,20,0.15384448608318707,100.0
6,20,20,0.15406852343034017,100.0
6,20,20,0.16037915117833265,100.0
6,20,20,0.15366394019148394,100.0
6,20,20,0.15816481921024533,100.0
6,20,20,0.1588436582665268,100.0
6,20,20,0.15368775229609324,100.0
5,20,20,0.17961669305739963,100.0
6,20,20,0.15365052640818982,100.0
6,20,20,0.15489956285436446,100.0
6,20,20,0.1560563202330785,100.0
6,20,20,0.1564926358946976,100.0
6,20,20,0.153641435047823,100.0
6,20,20,0.1525587686496081,100.0
6,20,20,0.15717659796012606,100.0
6,20,20,0.15292756340716807,100.0
6,20,20,0.15731817634373868,100.0
6,20,20,0.15854040739088032,100.0
5,20,20,0.1793780954012128,100.0
6,20,20,0.15585189096804686,100.0
6,20,20,0.15315604411357728,100.0
6,20,20,0.15704556262837593,100.0
6,20,20,0.1556204273987505,100.0
6,20,20,0.15432283457073584,100.0
6,20,20,0.15364277002207286,100.0
6,20,20,0.16308372926120276,100.0
6,20,20,0.15393619932115535,100.0
6,20,20,0.15475276238162639,100.0
6,20,20,0.16209622944455826,100.0
6,20,20,0.1537614605020326,100.0
6,20,20,0.15879799954472268,100.0
6,20,20,0.15540456169345063,100.0
6,20,20,0.16106823310982638,100.0
6,20,20,0.15738064868661406,100.0
6,20,20,0.15926524885366902,100.0
6,20,20,0.1589662403900281,100.0
6,20,20,0.15379173800349247,100.0
6,20,20,0.15149882992876945,100.0
6,20,20,0.15585619479950444,100.0
6,20,20,0.1570091125546665,100.0
6,20,20,0.15437129754028026,100.0
6,20,20,0.15217283161834078,100.0
6,20,20,0.15487656649345122,100.0
6,20,20,0.15600859301244896,100.0
6,20,20,0.15607351398715363,100.0
6,20,20,0.15354129924912777,100.0
6,20,20,0.1528847096477729,100.0
