200	10	0.1	0.0
200	10	0.1	0.0
200	10	0.1	0.0
200	10	0.1	0.0
200	10	0.1	0.0
200	10	0.1	0.0
200	10	0.1	0.0
200	10	0.1	0.0
200	10	0.1	0.0
200	10	0.1	0.0
200	10	0.1	0.0
200	10	0.1	0.0
200	10	0.1	0.0
200	10	0.1	0.0
200	10	0.1	0.0
200	10	0.1	8.333333333333332
200	10	0.1	8.333333333333332
200	10	0.1	20.833333333333336
200	10	0.1	20.833333333333336
200	10	0.1	20.833333333333336
200	10	0.1	20.833333333333336
200	10	0.1	20.833333333333336
200	10	0.1	20.833333333333336
200	10	0.1	20.833333333333336
200	10	0.1	20.833333333333336
200	10	0.1	20.833333333333336
200	10	0.1	20.833333333333336
200	10	0.1	20.833333333333336
200	10	0.1	20.833333333333336
200	10	0.1	20.833333333333336
200	10	0.1	29.166666666666668
200	10	0.1	29.166666666666668
200	10	0.1	33.33333333333333
200	10	0.1	33.33333333333333
200	10	0.1	33.33333333333333
200	10	0.1	33.33333333333333
200	10	0.1	33.33333333333333
200	10	0.1	33.33333333333333
200	10	0.1	45.83333333333333
200	10	0.1	45.83333333333333
200	10	0.1	54.166666666666664
200	10	0.1	54.166666666666664
200	10	0.1	54.166666666666664
200	10	0.1	54.166666666666664
200	10	0.1	54.166666666666664
200	10	0.1	58.333333333333336
200	10	0.1	58.333333333333336
200	10	0.1	62.5
200	10	0.1	62.5
200	10	0.1	62.5
200	10	0.1	62.5
200	10	0.1	62.5
200	10	0.1	62.5
200	10	0.1	62.5
200	10	0.1	62.5
200	10	0.1	62.5
200	10	0.1	66.66666666666666
200	10	0.1	66.66666666666666
200	10	0.1	66.66666666666666
200	10	0.1	66.66666666666666
200	10	0.1	66.66666666666666
200	10	0.1	66.66666666666666
200	10	0.1	66.66666666666666
200	10	0.1	66.66666666666666
200	10	0.1	66.66666666666666
200	10	0.1	66.66666666666666
200	10	0.1	66.66666666666666
200	10	0.1	66.66666666666666
200	10	0.1	66.66666666666666
200	10	0.1	66.66666666666666
200	10	0.1	66.66666666666666
200	10	0.1	70.83333333333334
200	10	0.1	70.83333333333334
200	10	0.1	70.83333333333334
200	10	0.1	70.83333333333334
200	10	0.1	70.83333333333334
200	10	0.1	70.83333333333334
200	10	0.1	70.83333333333334
200	10	0.1	70.83333333333334
200	10	0.1	70.83333333333334
200	10	0.1	70.83333333333334
200	10	0.1	70.83333333333334
200	10	0.1	70.83333333333334
200	10	0.1	70.83333333333334
200	10	0.1	70.83333333333334
200	10	0.1	70.83333333333334
200	10	0.1	75.0
200	10	0.1	75.0
200	10	0.1	75.0
200	10	0.1	75.0
200	10	0.1	75.0
200	10	0.1	75.0
200	10	0.1	75.0
200	10	0.1	75.0
200	10	0.1	75.0
200	10	0.1	79.16666666666666
200	10	0.1	79.16666666666666
200	10	0.1	79.16666666666666
200	10	0.1	79.16666666666666
200	10	0.1	79.16666666666666
200	10	0.1	79.16666666666666
200	10	0.1	79.16666666666666
200	10	0.1	79.16666666666666
200	10	0.1	83.33333333333334
200	10	0.1	83.33333333333334
200	10	0.1	83.33333333333334
200	10	0.1	87.5
200	10	0.1	87.5
200	10	0.1	87.5
200	10	0.1	87.5
200	10	0.1	87.5
200	10	0.1	87.5
